combo_key,members_names,members_families,members_run_dirs,n_models,acc_Luke,acc_Marco,acc_Falah,avg_acc,min_acc,std_acc
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + DenseNet161,ResNet + DenseNet,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33,2,0.9913995308835029,0.9791666666666666,0.990625,0.9870637325167232,0.9791666666666666,0.005593014172606853
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,DenseNet161 + ResNeXt101_32x8d,DenseNet + ResNeXt,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,2,0.9921813917122752,0.9758333333333332,0.99140625,0.9864736583485362,0.9758333333333332,0.007530497924678994
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,DenseNet161 + VGG16,DenseNet + VGG,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9913995308835029,0.9758333333333332,0.9921875,0.9864734547389453,0.9758333333333332,0.007530575961893068
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,DenseNet161 + VGG16,DenseNet + VGG,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9921813917122752,0.9675,0.98671875,0.9821333805707585,0.9675,0.010584957370900094
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,DenseNet161 + VGG16,DenseNet + VGG,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9937451133698202,0.9625,0.9921875,0.9828108711232734,0.9625,0.01437602527803672
~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,ResNet50 + VGG16,ResNet + VGG,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9913995308835029,0.9608333333333332,0.9921875,0.9814734547389454,0.9608333333333332,0.014598314573058196
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,DenseNet201 + ResNeXt101_32x8d,DenseNet + ResNeXt,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,2,0.9898358092259578,0.9591666666666666,0.996875,0.9819591586308748,0.9591666666666666,0.016370925837028094
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,ResNeXt101_32x8d + VGG16,ResNeXt + VGG,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115 | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9898358092259578,0.9591666666666666,0.99609375,0.9816987419642081,0.9591666666666666,0.016136114125224737
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + DenseNet161,ResNet + DenseNet,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33,2,0.9921813917122752,0.9591666666666666,0.98828125,0.979876436126314,0.9591666666666666,0.014730324496261953
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + DenseNet201,ResNet + DenseNet,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f,2,0.9929632525410476,0.9575,0.9921875,0.9808835841803493,0.9575,0.01653772364103441
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,DenseNet201 + VGG16,DenseNet + VGG,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9890539483971852,0.9575,0.99140625,0.9793200661323951,0.9575,0.015458973558513342
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,DenseNet161 + ResNeXt50_32x4d,DenseNet + ResNeXt,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,2,0.9906176700547302,0.9566666666666668,0.9921875,0.979823945573799,0.9566666666666668,0.01638720570651181
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972,DenseNet161 + InceptionV3,DenseNet + Inception,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972,2,0.9890539483971852,0.9558333333333332,0.99453125,0.9798061772435062,0.9558333333333332,0.017098209303280574
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,DenseNet161 + ResNeXt101_32x8d,DenseNet + ResNeXt,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,2,0.9906176700547302,0.9558333333333332,0.99140625,0.9792857511293546,0.9558333333333332,0.01658648827493577
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + ResNeXt101_32x8d,ResNet + ResNeXt,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,2,0.9851446442533228,0.9558333333333332,0.99453125,0.9785030758622186,0.9558333333333332,0.016481606143523696
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + DenseNet161,ResNet + DenseNet,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33,2,0.9913995308835029,0.955,0.98828125,0.9782269269611676,0.955,0.016473180647376857
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,ResNeXt101_32x8d + VGG16,ResNeXt + VGG,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.986708365910868,0.955,0.9921875,0.977965288636956,0.955,0.01639224591538528
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + ResNeXt101_32x8d,ResNet + ResNeXt,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,2,0.9890539483971852,0.9541666666666668,0.990625,0.9779485383546174,0.9541666666666668,0.016828549482378313
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,DenseNet201 + ResNeXt101_32x8d,DenseNet + ResNeXt,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,2,0.9921813917122752,0.9516666666666668,0.99375,0.9791993527929806,0.9516666666666668,0.01947907829762773
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + DenseNet201,ResNet + DenseNet,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896,2,0.9882720875684128,0.9508333333333332,0.99140625,0.9768372236339152,0.9508333333333332,0.018431991692171627
~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + ResNeXt50_32x4d,ResNet + ResNeXt,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,2,0.9851446442533228,0.9508333333333332,0.99296875,0.9763155758622185,0.9508333333333332,0.018299593272520214
~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,ResNet101 + VGG16,ResNet + VGG,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9851446442533228,0.9508333333333332,0.9828125,0.972930159195552,0.9508333333333332,0.01565379632535386
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,DenseNet161 + EffNetB0,DenseNet + EffNet,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,2,0.9874902267396404,0.95,0.9890625,0.9755175755798801,0.95,0.01805506408014996
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,ResNeXt101_32x8d + VGG16,ResNeXt + VGG,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.983580922595778,0.9491666666666668,0.9921875,0.9749783630874816,0.9491666666666668,0.01858675241032249
~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,InceptionV3 + ResNeXt101_32x8d,Inception + ResNeXt,~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,2,0.9781078967943706,0.9491666666666668,0.99296875,0.9734144378203459,0.9491666666666668,0.018187487345987907
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289||~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4,ResNet50 + ResNeXt101_32x8d,ResNet + ResNeXt,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,2,0.9890539483971852,0.9475,0.9921875,0.9762471494657284,0.9475,0.02036751888367967
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,DenseNet201 + VGG16,DenseNet + VGG,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9913995308835029,0.9458333333333332,0.9890625,0.9754317880722786,0.9458333333333332,0.020951003484919514
~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,ResNeXt50_32x4d + VGG16,ResNeXt + VGG,~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.986708365910868,0.9458333333333332,0.99296875,0.975170149748067,0.9458333333333332,0.020901111617163844
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,DenseNet201 + VGG16,DenseNet + VGG,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9913995308835029,0.945,0.99453125,0.9769769269611676,0.945,0.022647219248965143
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,ResNeXt101_32x8d + VGG16,ResNeXt + VGG,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9906176700547302,0.9441666666666668,0.98828125,0.974355195573799,0.9441666666666668,0.021367813378234776
~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,ResNet101 + VGG16,ResNet + VGG,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.9882720875684128,0.9433333333333334,0.98359375,0.9717330569672488,0.9433333333333334,0.020172257144621238
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + ResNeXt101_32x8d,ResNet + ResNeXt,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,2,0.986708365910868,0.9425,0.99296875,0.974059038636956,0.9425,0.022461489888288413
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,DenseNet161 + EffNetB0,DenseNet + EffNet,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/EffNetB0/3ffb7bc9ec,2,0.9906176700547302,0.9416666666666668,0.9875,0.9732614455737991,0.9416666666666668,0.02237710894769425
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,DenseNet201 + VGG16,DenseNet + VGG,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9874902267396404,0.9391666666666668,0.98984375,0.9721668811354357,0.9391666666666668,0.023354448315368426
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,DenseNet161 + EffNetB0,DenseNet + EffNet,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/EffNetB0/47c212dcbf,2,0.9874902267396404,0.9391666666666668,0.9875,0.9713856311354357,0.9391666666666668,0.022782248608057408
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + DenseNet201,ResNet + DenseNet,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896,2,0.9913995308835029,0.9358333333333332,0.98671875,0.9713172047389453,0.9358333333333332,0.025163548701343862
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,ResNeXt101_32x8d + VGG16,ResNeXt + VGG,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289 | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9913995308835029,0.9333333333333332,0.99296875,0.9725672047389452,0.9333333333333332,0.02774993226734047
~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,ResNet101 + VGG16,ResNet + VGG,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9921813917122752,0.9333333333333332,0.9875,0.9710049083485361,0.9333333333333332,0.026706298011087003
~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4||~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,ResNet50 + VGG16,ResNet + VGG,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/VGG16/86e629fd03,2,0.983580922595778,0.9333333333333332,0.9890625,0.9686589186430371,0.9333333333333332,0.025079003911831526
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,DenseNet201 + VGG16,DenseNet + VGG,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9898358092259578,0.9316666666666666,0.98984375,0.9704487419642082,0.9316666666666666,0.027423068622993405
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,DenseNet201 + ResNeXt101_32x8d,DenseNet + ResNeXt,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,2,0.9913995308835029,0.93,0.99375,0.971716510294501,0.93,0.029513630745022466
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,DenseNet201 + VGG16,DenseNet + VGG,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9890539483971852,0.93,0.98984375,0.969632566132395,0.93,0.028026311094183763
~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,ResNet50 + VGG16,ResNet + VGG,~/Alzheimers/Results/ArchSweep/ResNet50/bc9b7fdcd4 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9788897576231432,0.9291666666666668,0.9890625,0.9657063080966033,0.9291666666666668,0.026169068493646266
~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,InceptionV3 + VGG16,Inception + VGG,~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972 | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9781078967943706,0.9291666666666668,0.98984375,0.9657061044870124,0.9291666666666668,0.026277752945361738
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + DenseNet201,ResNet + DenseNet,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896,2,0.9921813917122752,0.9283333333333332,0.99140625,0.9706403250152027,0.9283333333333332,0.029917234386953432
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,DenseNet201 + ResNeXt50_32x4d,DenseNet + ResNeXt,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050,2,0.9882720875684128,0.9266666666666666,0.99375,0.9695629180783598,0.9266666666666666,0.030414559781278286
~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,ResNet101 + VGG16,ResNet + VGG,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9898358092259578,0.925,0.99140625,0.9687473530753193,0.925,0.030940693235916975
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,ResNeXt101_32x8d + VGG16,ResNeXt + VGG,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9882720875684128,0.925,0.9859375,0.9664031958561377,0.925,0.029291990317091943
~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,ResNeXt50_32x4d + VGG16,ResNeXt + VGG,~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9851446442533228,0.925,0.98828125,0.9661419647511077,0.925,0.029119930421031295
~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,ResNet101 + VGG16,ResNet + VGG,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9812353401094606,0.925,0.98828125,0.9648388633698203,0.925,0.02831680875964897
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,DenseNet161 + MobileNetV3_L,DenseNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/928704d880,2,0.9937451133698202,0.9241666666666668,0.98515625,0.9676893433454957,0.9241666666666668,0.030974286997053586
~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca||~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,ResNet101 + VGG16,ResNet + VGG,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/VGG16/438cb55e58,2,0.9874902267396404,0.9216666666666666,0.98515625,0.9647710478021022,0.9216666666666666,0.03049429035799952
~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896||~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,DenseNet201 + EffNetB0,DenseNet + EffNet,~/Alzheimers/Results/ArchSweep/DenseNet201/c831e5b896 | ~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,2,0.983580922595778,0.9166666666666666,0.99140625,0.9638846130874815,0.9166666666666666,0.03354062000415843
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,EffNetB0 + VGG16,EffNet + VGG,~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9843627834245504,0.9166666666666666,0.98984375,0.9636244000304056,0.9166666666666666,0.0332794410073778
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + DenseNet201,ResNet + DenseNet,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f,2,0.9937451133698202,0.9158333333333334,0.990625,0.9667344822343845,0.9158333333333334,0.03601508014193838
~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050||~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,ResNeXt50_32x4d + VGG16,ResNeXt + VGG,~/Alzheimers/Results/ArchSweep/ResNeXt50_32x4d/7e84631050 | ~/Alzheimers/Results/ArchSweep/VGG16/90df091f5f,2,0.9906176700547302,0.9133333333333332,0.9921875,0.9653795011293544,0.9133333333333332,0.03680777796610355
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115,ResNeXt101_32x8d + EffNetB0,ResNeXt + EffNet,~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/577e0db115 | ~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,2,0.9827990617670056,0.9125,0.9953125,0.9635371872556685,0.9125,0.036448524399307534
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,DenseNet201 + EffNetB0,DenseNet + EffNet,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,2,0.986708365910868,0.9125,0.98828125,0.9624965386369561,0.9125,0.035358722618772466
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,DenseNet201 + ResNeXt101_32x8d,DenseNet + ResNeXt,~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,2,0.9929632525410476,0.9116666666666666,0.98984375,0.9648245564025714,0.9116666666666666,0.03760987241764107
~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + EffNetB0,ResNet + EffNet,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/EffNetB0/2be00a0fdf,2,0.9859265050820952,0.9116666666666666,0.9859375,0.9611768905829207,0.9116666666666666,0.035009015357002564
~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + DenseNet201,ResNet + DenseNet,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/DenseNet201/6cc31bb89f,2,0.9937451133698202,0.9083333333333332,0.984375,0.9621511489010511,0.9083333333333332,0.038246722826942935
~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972||~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca,ResNet101 + InceptionV3,ResNet + Inception,~/Alzheimers/Results/ArchSweep/ResNet101/7e613879ca | ~/Alzheimers/Results/ArchSweep/InceptionV3/18907e7972,2,0.983580922595778,0.9066666666666666,0.9828125,0.9576866964208149,0.9066666666666666,0.03607797292353563
~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33||~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed,DenseNet161 + MobileNetV3_L,DenseNet + MobileNetV3,~/Alzheimers/Results/ArchSweep/DenseNet161/5e45b5ea33 | ~/Alzheimers/Results/ArchSweep/MobileNetV3_L/ee52aec0ed,2,0.9921813917122752,0.9058333333333334,0.984375,0.9607965750152028,0.9058333333333334,0.0389953278400209
~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289||~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61,ResNet101 + ResNeXt101_32x8d,ResNet + ResNeXt,~/Alzheimers/Results/ArchSweep/ResNet101/569dcf7f61 | ~/Alzheimers/Results/ArchSweep/ResNeXt101_32x8d/3267f67289,2,0.9898358092259578,0.905,0.98671875,0.9605181864086526,0.905,0.03927790541881406
